Interaction_ID,User_ID,Appliance_ID,Home_Appliance,Category,Event_Type,User_Rating_Given,Purchased,Interaction_Date,Session_Duration_sec,Company,Country,Smart_Feature,WiFi_Connectivity,Voice_Control,App_Control,Energy_Rating,Annual_Energy_Consumption_kWh,Power_Consumption_Watts,Price_INR,Budget_Segment,Warranty_Years,Noise_Level_Category,Noise_Level_dB,Weight_kg,Suitable_Room,Installation_Required,Portable,Child_Lock,Auto_Shutoff,Timer_Function,Inverter_Technology,Color,Material,Size_Category,Remote_Control,Touch_Control,Display_Type,Connectivity,Power_Source,Certifications,User_Rating,Number_of_Reviews,Recommended_For,Maintenance_Level,Lifespan_Years,Eco_Friendly,Made_in_India,After_Sales_Service,Availability,Age_Group,Gender,Occupation,City,Home_Type,Budget_Preference,Smart_Home_Interest,Eco_Conscious,Preferred_Category
4333,U0614,4327,Air Quality Monitor,Smart Home,add_to_cart,,0,2023-08-19,,Amazon,United States,Yes,Yes,No,Yes,C,15.8,19,10200,Mid-Range,3,Moderate (41-55 dB),64,36.3,Bedroom,No,Yes,No,Yes,Yes,No,Stainless Steel,Carbon Fiber,Extra Large,Yes,Yes,,WiFi+Bluetooth,Dual,ISI,3.4,52036,Smart Home Builders,Medium,15,Yes,No,Average,Pan India,36-45,Female,Working Professional,Lucknow,Apartment,Mid-Range,No,No,Networking
4334,U0775,1867,Electric Toothbrush,Personal Care,purchase,3.6,1,2024-01-22,,Wahl,United States,Yes,Yes,No,No,A++,2191.5,1208,3100,Mid-Range,1,Ultra Silent (<30 dB),44,39.9,Bedroom,No,Yes,Yes,Yes,Yes,No,Red,Cast Iron,Small,No,Yes,,,Electric,ISI+BIS,3.1,66072,Women,High,2,Yes,No,Average,Select Cities,55+,Male,Student,Lucknow,Apartment,Mid-Range,Yes,Yes,Smart Home
4335,U1080,1787,Hedge Trimmer,Tools,view,,0,2023-03-27,162.0,Black & Decker,United States,No,No,No,No,A+,1107.8,1542,79900,Luxury,1,Very Loud (>70 dB),27,16.1,Any,No,No,No,No,No,Yes,Champagne,ABS Plastic,Medium,Yes,No,,,Electric,BIS,3.1,95943,Professionals,Low,16,Yes,No,Excellent,Online Only,36-45,Male,Student,Lucknow,Independent House,Budget,No,No,Tools
4336,U0768,473,Steam Cleaner,Cleaning,view,,0,2023-06-19,381.0,Karcher,Germany,No,No,No,No,A+,576.9,782,34400,Premium,3,Very Loud (>70 dB),72,84.0,Any,No,Yes,No,No,No,No,Gold,Plastic,Extra Large,No,Yes,,,Electric,BIS+ISI,2.7,67153,Offices,Low,20,Yes,No,Poor,Online Only,26-35,Female,Homemaker,Mumbai,Independent House,Mid-Range,No,Yes,Cleaning
4337,U1728,1217,Smart TV,Entertainment,purchase,2.1,1,2023-08-07,,Vu,India,Yes,Yes,Yes,Yes,C,681.4,298,23700,Premium,1,Moderate (41-55 dB),32,28.5,Home Office,No,Yes,Yes,Yes,No,No,Rose Gold,Ceramic,Large,Yes,Yes,LED,Bluetooth,Electric,CE,2.5,29294,Couples,Medium,12,No,Yes,Average,Select Cities,46-55,Male,Working Professional,Hyderabad,Villa,Premium,Yes,No,Pet
4338,U0575,1941,Home Automation Controller,Networking,view,,0,2023-01-09,38.0,Tenda,China,Yes,Yes,No,No,A+++,59.3,37,14900,Mid-Range,3,Ultra Silent (<30 dB),64,48.2,Home Office,No,Yes,No,No,Yes,Yes,Rose Gold,Stainless Steel,Large,Yes,Yes,,,Electric,BIS,4.3,59857,Students,High,2,Yes,No,Poor,Select Cities,26-35,Male,Student,Delhi,Apartment,Mid-Range,Yes,Yes,Power
4339,U0802,4449,Space Heater,Climate,purchase,3.8,1,2023-06-15,,Panasonic,Japan,No,No,No,No,A++,2121.6,2872,32200,Premium,5,Moderate (41-55 dB),25,8.8,Living Room,Yes,No,Yes,Yes,Yes,Yes,Black,ABS Plastic,Extra Large,Yes,Yes,Analog,,Electric,RoHS,3.7,81867,Bachelors,Medium,15,Yes,No,Poor,Select Cities,36-45,Female,Business Owner,Bangalore,Independent House,Premium,No,No,Power
4340,U1289,4551,Air Conditioner,Climate,purchase,2.8,1,2023-05-24,,Orient,India,No,No,No,No,A,1193.0,734,34600,Premium,7,Very Loud (>70 dB),39,19.2,Living Room,Yes,Yes,Yes,Yes,Yes,Yes,Champagne,Polycarbonate,Small,Yes,No,LCD,,Electric,ISI,3.2,68471,Couples,Medium,19,No,Yes,Average,Pan India,55+,Female,Homemaker,Hyderabad,Apartment,Mid-Range,No,No,Climate
4341,U1069,3654,Aquarium Filter,Pet,purchase,4.9,1,2024-11-28,,Fluval,Canada,No,No,No,No,B,32.6,19,2900,Budget,3,Ultra Silent (<30 dB),75,12.0,Any,No,No,Yes,No,Yes,No,Silver,Ceramic,Compact,No,No,,,Electric,CE+RoHS,4.2,90778,Pet Owners,Medium,7,No,No,Average,Pan India,18-25,Female,Working Professional,Bangalore,Independent House,Mid-Range,Yes,Yes,Pet
4342,U1647,2265,Air Quality Monitor,Smart Home,add_to_cart,,0,2023-12-27,,Crompton,India,Yes,Yes,Yes,Yes,A+,40.5,20,8800,Mid-Range,1,Silent (30-40 dB),77,13.0,Any,No,Yes,No,No,No,No,Silver,Glass,Small,Yes,Yes,,Zigbee,Battery,ISI,3.1,63690,Tech Enthusiasts,High,9,Yes,Yes,Excellent,Online Only,36-45,Male,Working Professional,Mumbai,Apartment,Mid-Range,Yes,Yes,Pet
4343,U1880,856,Smart Refrigerator,Kitchen,purchase,4.3,1,2023-06-03,,Whirlpool,United States,Yes,Yes,Yes,Yes,A+,98.4,96,40100,Premium,2,Very Loud (>70 dB),36,21.2,Kitchen,No,Yes,Yes,Yes,Yes,No,Blue,Ceramic,Extra Large,No,Yes,LCD,,Electric,BIS,4.9,13419,Working Professionals,Medium,19,Yes,No,Average,Select Cities,26-35,Female,Working Professional,Ahmedabad,Apartment,Premium,Yes,No,Fitness
4344,U1393,165,Wall Clock,Decor,view,,0,2023-07-30,206.0,Philips,Netherlands,No,No,No,No,C,10.2,24,3000,Mid-Range,3,Loud (56-70 dB),53,1.3,Any,No,No,No,Yes,Yes,No,Matte Black,Aluminum,Compact,No,No,,,Dual,CE+RoHS,3.4,85864,Homeowners,Low,4,No,No,Good,Pan India,46-55,Other,Retired,Hyderabad,Apartment,Mid-Range,Yes,Yes,Power
4345,U1230,1061,Chainsaw,Tools,purchase,5.0,1,2024-05-29,,Epson,Japan,No,No,No,No,D,752.6,508,37100,Premium,2,Ultra Silent (<30 dB),41,34.6,Garage,No,Yes,Yes,Yes,No,No,Grey,Glass,Medium,Yes,No,,,Electric,RoHS,3.2,7830,Homeowners,Low,7,No,No,Poor,Pan India,26-35,Female,Working Professional,Bangalore,Apartment,Premium,No,Yes,Security
4346,U0822,1123,Clock,Decor,purchase,3.3,1,2024-10-13,,Sonata,India,Yes,No,No,No,A+,11.9,23,2600,Budget,1,Moderate (41-55 dB),49,85.8,Bedroom,No,Yes,Yes,No,Yes,No,Blue,Plastic,Small,Yes,Yes,,,Battery,BIS+ISI,2.9,42477,Gifting,Medium,4,Yes,Yes,Average,Select Cities,26-35,Male,Student,Pune,PG/Hostel,Budget,Yes,No,Decor
4347,U0160,4416,Attic Fan,Climate,wishlist,3.9,0,2024-04-22,,Panasonic,Japan,No,No,No,No,C,647.1,411,20600,Premium,5,Very Loud (>70 dB),77,80.1,Living Room,Yes,Yes,Yes,Yes,Yes,Yes,Dark Blue,Glass,Large,Yes,Yes,LED,,Electric,CE,3.2,76333,Couples,Low,10,No,No,Excellent,Pan India,36-45,Male,Working Professional,Lucknow,Apartment,Premium,No,No,Power
4348,U0894,3487,Built In Microwave,Kitchen,purchase,4.3,1,2023-05-22,,Bajaj,India,No,No,No,No,A,88.6,107,20100,Premium,2,Moderate (41-55 dB),52,16.6,Kitchen,No,No,Yes,Yes,Yes,Yes,Silver,Polycarbonate,Compact,No,No,OLED,,Electric,RoHS,4.2,79015,Students,High,8,Yes,Yes,Average,Pan India,46-55,Female,Retired,Delhi,Apartment,Premium,No,Yes,Decor
4349,U0889,3370,Blender,Kitchen,view,,0,2023-12-30,47.0,Tefal,France,No,No,No,No,D,1660.2,2462,31900,Premium,4,Silent (30-40 dB),78,8.0,Kitchen,No,Yes,Yes,Yes,Yes,No,Stainless Steel,Cast Iron,Small,No,No,OLED,,Electric,ISI+BIS,3.4,68547,Couples,High,15,Yes,No,Poor,Metro Cities,36-45,Male,Working Professional,Kolkata,Independent House,Premium,Yes,Yes,Entertainment
4350,U0517,3627,Paper Shredder,Tools,view,,0,2024-06-26,120.0,Epson,Japan,Yes,No,No,No,A+,2125.0,1677,25800,Premium,1,Very Loud (>70 dB),60,25.3,Garage,No,No,No,Yes,Yes,No,Matte Black,Aluminum,Extra Large,Yes,Yes,,,Electric,ISI,2.6,44964,Professionals,Medium,11,Yes,No,Good,Online Only,18-25,Male,Business Owner,Lucknow,Apartment,Premium,Yes,No,Networking
4351,U0357,3407,Electric Shaver,Personal Care,purchase,4.8,1,2024-12-09,,Vega,India,No,No,No,No,A++,978.8,662,8500,Mid-Range,1,Ultra Silent (<30 dB),28,11.3,Bathroom,No,Yes,Yes,Yes,No,No,White,Cast Iron,Large,No,Yes,,,Electric,RoHS,3.7,95289,Women,High,17,Yes,Yes,Good,Online Only,55+,Male,Retired,Kolkata,Villa,Mid-Range,No,No,Decor
4352,U0898,285,WiFi Extender,Networking,add_to_cart,,0,2023-08-31,,Cisco,United States,Yes,Yes,No,No,B,65.2,28,8200,Mid-Range,3,Loud (56-70 dB),32,11.1,Any,No,Yes,No,Yes,Yes,No,Stainless Steel,Cast Iron,Medium,Yes,Yes,,Zigbee,Electric,Energy Star,3.2,3677,Families,Low,20,No,No,Good,Metro Cities,18-25,Female,Working Professional,Chennai,Apartment,Mid-Range,Yes,Yes,Climate
4353,U1244,2426,Smart Washer,Laundry,view,,0,2024-12-19,61.0,Siemens,Germany,Yes,Yes,No,Yes,D,3679.1,2276,6100,Mid-Range,5,Ultra Silent (<30 dB),57,52.4,Utility Room,No,Yes,Yes,Yes,Yes,Yes,Grey,Ceramic,Medium,No,Yes,,Z-Wave,Electric,Energy Star,4.9,91743,Families,Medium,16,No,No,Good,Metro Cities,36-45,Male,Homemaker,Ahmedabad,Apartment,Mid-Range,No,Yes,Bathroom
4354,U1444,4131,Baby Food Maker,Kitchen,view,,0,2024-04-06,67.0,Whirlpool,United States,No,No,No,No,A+,1904.6,2861,39100,Premium,4,Silent (30-40 dB),59,53.2,Kitchen,No,No,Yes,Yes,Yes,Yes,White,Glass,Large,No,Yes,OLED,,Electric,ISI+BIS,3.9,33083,Bachelors,Medium,3,Yes,No,Good,Online Only,26-35,Male,Homemaker,Bangalore,Apartment,Premium,No,No,Pet
4355,U0783,1830,Electric Lunch Box,Kitchen,purchase,5.0,1,2023-04-15,,LG,South Korea,Yes,No,No,No,A,2234.8,1116,67400,Luxury,2,Moderate (41-55 dB),44,84.4,Kitchen,No,No,Yes,Yes,Yes,No,Blue,Ceramic,Large,No,Yes,LED,,Electric,ISI,4.9,37574,Students,High,14,No,No,Excellent,Select Cities,55+,Female,Business Owner,Jaipur,PG/Hostel,Luxury,No,No,Power
4356,U1618,3683,Aquarium Heater,Pet,purchase,5.0,1,2024-08-28,,Eheim,Germany,No,No,No,No,C,104.4,77,7900,Mid-Range,2,Ultra Silent (<30 dB),54,28.1,Living Room,No,No,Yes,No,Yes,Yes,Silver,Stainless Steel,Small,Yes,No,,,Electric,RoHS,4.6,92146,Animal Lovers,High,19,No,No,Good,Pan India,55+,Female,Homemaker,Hyderabad,PG/Hostel,Mid-Range,Yes,No,Climate
4357,U1472,3682,Boot Warmer,Laundry,view,,0,2024-05-28,69.0,Godrej,India,No,No,No,No,C,2486.8,2166,37900,Premium,4,Ultra Silent (<30 dB),57,83.0,Utility Room,No,No,Yes,No,Yes,Yes,Rose Gold,Polycarbonate,Small,No,No,,,Electric,Energy Star,4.1,62013,Families,Low,8,No,Yes,Average,Metro Cities,26-35,Female,Working Professional,Bangalore,Villa,Premium,Yes,No,Decor
4358,U1503,2538,Solar Panel Inverter,Power,add_to_cart,,0,2024-06-16,,Luminous,India,No,No,No,No,B,5519.5,3276,457200,Luxury,4,Loud (56-70 dB),51,21.0,Garage,Yes,Yes,No,No,No,No,Grey,Carbon Fiber,Extra Large,Yes,No,,,Electric,BIS+ISI,3.8,59386,Families,Medium,19,Yes,Yes,Excellent,Pan India,36-45,Female,Working Professional,Jaipur,PG/Hostel,Mid-Range,Yes,Yes,Power
4359,U1979,808,Electric Toothbrush,Personal Care,add_to_cart,,0,2023-10-25,,Panasonic,Japan,No,No,No,No,A+++,25.8,19,800,Budget,1,Silent (30-40 dB),48,4.5,Bedroom,No,Yes,Yes,Yes,No,No,Dark Blue,Stainless Steel,Extra Large,No,No,,,Electric,ISI,3.8,29125,Working Professionals,Low,11,Yes,No,Good,Pan India,36-45,Male,Student,Pune,Apartment,Budget,Yes,Yes,Smart Home
4360,U0327,4394,Geyser,Bathroom,view,,0,2024-11-06,7.0,Havells,India,No,No,No,No,D,9820.1,4349,67100,Luxury,5,Silent (30-40 dB),48,74.5,Bathroom,Yes,Yes,No,No,Yes,No,Matte Black,Cast Iron,Compact,Yes,No,,,Electric,BIS+ISI,2.6,32931,Families,Low,12,Yes,Yes,Poor,Online Only,36-45,Female,Business Owner,Delhi,PG/Hostel,Luxury,Yes,Yes,Outdoor
4361,U1926,3119,Paper Shredder,Tools,add_to_cart,,0,2024-01-05,,Makita,Japan,Yes,Yes,Yes,No,A,1014.4,476,5600,Mid-Range,1,Moderate (41-55 dB),51,20.2,Any,No,Yes,No,Yes,No,No,Dark Blue,Mixed,Large,Yes,Yes,,WiFi,Electric,BIS,4.1,37728,Professionals,Low,7,Yes,No,Poor,Online Only,55+,Female,Homemaker,Pune,Apartment,Mid-Range,No,No,Pet
4362,U1153,4541,Iron,Laundry,add_to_cart,,0,2024-07-12,,Electrolux,Sweden,No,No,No,No,C,1849.5,1197,51300,Premium,5,Silent (30-40 dB),45,79.0,Utility Room,No,No,Yes,No,Yes,Yes,Red,Glass,Medium,Yes,Yes,,,Electric,CE,3.4,76182,Working Professionals,High,16,No,No,Poor,Online Only,55+,Male,Working Professional,Kolkata,Apartment,Premium,Yes,Yes,Decor
4363,U0206,376,Trash Compactor,Kitchen,add_to_cart,,0,2023-08-12,,Crompton,India,No,No,No,No,A+,3113.6,1748,1500,Budget,3,Ultra Silent (<30 dB),25,2.7,Kitchen,No,No,Yes,Yes,Yes,No,Red,Aluminum,Extra Large,No,Yes,Analog,,Electric,CE+RoHS,5.0,31707,Working Professionals,Medium,8,Yes,Yes,Good,Select Cities,46-55,Male,Student,Kolkata,Apartment,Budget,No,No,Fitness
4364,U1379,445,Fabric Shaver,Laundry,purchase,4.6,1,2023-09-02,,Miele,Germany,No,No,No,No,A+,647.6,910,96800,Luxury,4,Silent (30-40 dB),54,49.3,Any,No,No,Yes,No,Yes,Yes,Matte Black,Carbon Fiber,Large,No,No,,,Electric,CE+RoHS,4.3,62082,Couples,Medium,13,Yes,No,Average,Pan India,46-55,Male,Homemaker,Bangalore,PG/Hostel,Premium,Yes,No,Laundry
4365,U1355,4345,Convection Microwave,Kitchen,add_to_cart,,0,2023-10-18,,Crompton,India,No,No,No,No,D,2701.4,1508,10900,Mid-Range,3,Silent (30-40 dB),62,45.9,Kitchen,No,Yes,Yes,Yes,Yes,No,Dark Blue,Carbon Fiber,Large,Yes,Yes,Digital,,Electric,ISI+BIS,3.4,96308,Families,Low,20,No,Yes,Average,Metro Cities,26-35,Female,Working Professional,Chennai,Apartment,Mid-Range,Yes,Yes,Networking
4366,U0861,4594,Air Fryer,Kitchen,add_to_cart,,0,2023-12-21,,Kenwood,United Kingdom,No,No,No,No,B,871.0,2550,4800,Mid-Range,4,Very Loud (>70 dB),71,7.8,Kitchen,No,No,Yes,Yes,Yes,No,Gold,Ceramic,Medium,No,No,LCD,,Electric,Energy Star,2.6,14854,Working Professionals,High,16,No,No,Good,Metro Cities,26-35,Male,Working Professional,Lucknow,Villa,Mid-Range,Yes,Yes,Laundry
4367,U1664,3074,Smart Switch,Smart Home,view,,0,2023-06-30,91.0,Aqara,China,Yes,Yes,No,Yes,A+++,84.3,82,2800,Budget,1,Very Loud (>70 dB),76,81.7,Any,No,No,No,No,No,No,Stainless Steel,Aluminum,Large,Yes,Yes,,WiFi,Solar,CE+RoHS,3.1,29978,Families,Low,8,Yes,No,Good,Pan India,26-35,Male,Student,Bangalore,Apartment,Budget,No,Yes,Personal Care
4368,U0521,1439,Sprinkler System,Tools,purchase,4.5,1,2024-11-16,,Stanley,United States,No,No,No,No,A,1310.9,887,1400,Budget,3,Silent (30-40 dB),76,15.2,Outdoor,No,No,No,Yes,No,Yes,Blue,Stainless Steel,Extra Large,No,No,,,Electric,ISI+BIS,4.4,51086,Homeowners,High,18,No,No,Average,Select Cities,18-25,Male,Student,Lucknow,Villa,Budget,No,No,Fitness
4369,U0642,3240,Pressure Washer,Cleaning,view,,0,2023-03-16,114.0,Black & Decker,United States,Yes,No,No,No,A++,1184.9,1782,58600,Premium,4,Silent (30-40 dB),39,28.9,Living Room,No,No,Yes,No,No,No,Silver,Stainless Steel,Large,No,Yes,,,Electric,CE,3.8,36935,Offices,Medium,12,Yes,No,Excellent,Pan India,26-35,Male,Working Professional,Chennai,Apartment,Premium,Yes,Yes,Climate
4370,U0212,4585,Smart Hub,Networking,view,,0,2023-09-12,191.0,TP-Link,China,Yes,No,No,No,D,51.0,40,13200,Mid-Range,1,Loud (56-70 dB),38,38.1,Any,No,No,Yes,No,No,No,Matte Black,Ceramic,Compact,No,Yes,,,Electric,BIS,3.1,13039,Gamers,Low,10,No,No,Good,Select Cities,18-25,Male,Working Professional,Jaipur,Villa,Mid-Range,Yes,Yes,Laundry
4371,U0293,2150,Terrarium Heater,Pet,view,,0,2024-07-18,30.0,Exo Terra,Canada,No,No,No,No,B,90.3,71,16100,Premium,1,Moderate (41-55 dB),54,75.7,Any,No,Yes,No,Yes,Yes,No,Matte Black,Plastic,Small,No,No,,,Electric,Energy Star,3.1,94823,Animal Lovers,High,3,No,No,Poor,Select Cities,18-25,Female,Working Professional,Hyderabad,Villa,Premium,No,Yes,Bathroom
4372,U0748,2540,Lawn Mower,Tools,view,,0,2024-11-11,43.0,Epson,Japan,No,No,No,No,D,674.3,907,31500,Premium,3,Loud (56-70 dB),78,87.0,Garage,No,Yes,No,No,No,No,Champagne,Stainless Steel,Compact,No,No,,,Electric,CE,3.3,98153,DIY Enthusiasts,Medium,10,No,No,Good,Select Cities,36-45,Male,Business Owner,Kolkata,PG/Hostel,Premium,Yes,No,Tools
4373,U0771,197,Alarm System,Security,purchase,4.2,1,2023-11-01,,D-Link,Taiwan,Yes,Yes,Yes,Yes,C,13.0,9,59600,Premium,3,Ultra Silent (<30 dB),40,46.8,Any,Yes,No,Yes,No,Yes,No,Stainless Steel,Mixed,Large,Yes,Yes,,WiFi+Bluetooth,Battery,ISI+BIS,4.7,37485,Renters,Low,15,No,No,Poor,Pan India,36-45,Male,Business Owner,Bangalore,Independent House,Premium,No,Yes,Power
4374,U1850,4344,Vacuum Sealer,Kitchen,purchase,4.0,1,2023-09-14,,Panasonic,Japan,No,No,No,No,D,4586.4,1961,45800,Premium,4,Moderate (41-55 dB),62,83.3,Kitchen,No,Yes,Yes,Yes,Yes,No,Champagne,Aluminum,Medium,Yes,No,Digital,,Electric,CE,3.5,95220,Families,Low,9,No,No,Poor,Online Only,18-25,Female,Business Owner,Hyderabad,Apartment,Premium,Yes,No,Personal Care
4375,U1476,4073,Mixer Grinder,Kitchen,purchase,4.7,1,2024-11-07,,Prestige,India,No,No,No,No,A+++,2748.3,1111,48200,Premium,3,Ultra Silent (<30 dB),72,82.2,Kitchen,No,Yes,Yes,Yes,Yes,No,Rose Gold,Mixed,Small,Yes,No,,,Electric,BIS,4.2,28101,Students,High,20,Yes,Yes,Good,Select Cities,36-45,Male,Working Professional,Pune,Apartment,Premium,No,No,Laundry
4376,U0923,1629,Smart Plug,Smart Home,wishlist,5.0,0,2023-11-02,,Havells,India,Yes,No,No,No,A++,116.4,56,700,Budget,1,Loud (56-70 dB),76,82.6,Any,No,No,No,No,Yes,No,Stainless Steel,Mixed,Extra Large,Yes,Yes,,,Battery,RoHS,4.6,64776,Tech Enthusiasts,Medium,12,Yes,Yes,Good,Pan India,18-25,Female,Student,Ahmedabad,Independent House,Budget,No,Yes,Climate
4377,U1857,4608,Robot Vacuum,Cleaning,view,,0,2024-02-04,141.0,Karcher,Germany,Yes,Yes,Yes,No,B,871.3,947,32600,Premium,3,Loud (56-70 dB),69,60.5,Any,No,No,No,No,Yes,No,Stainless Steel,Mixed,Large,Yes,Yes,,Bluetooth,Electric,CE+RoHS,3.4,93888,Offices,Low,18,No,No,Good,Pan India,26-35,Male,Working Professional,Hyderabad,Apartment,Mid-Range,Yes,No,Cleaning
4378,U1593,2949,Dishwasher,Cleaning,view,,0,2024-05-24,62.0,Kent,India,No,No,No,No,A+,296.2,177,52000,Premium,2,Silent (30-40 dB),27,41.1,Living Room,No,No,No,No,No,No,Dark Blue,Carbon Fiber,Large,No,No,,,Electric,BIS+ISI,4.8,17345,Pet Owners,High,5,Yes,Yes,Poor,Select Cities,36-45,Female,Business Owner,Jaipur,Apartment,Luxury,No,Yes,Cleaning
4379,U0012,336,Water Filter,Bathroom,add_to_cart,,0,2023-06-13,,Livpure,India,Yes,Yes,No,Yes,A+++,3821.7,1740,24000,Premium,3,Very Loud (>70 dB),53,72.1,Bathroom,Yes,Yes,Yes,Yes,Yes,Yes,Rose Gold,ABS Plastic,Compact,Yes,Yes,,Z-Wave,Electric,BIS,2.7,16356,Couples,Medium,19,Yes,Yes,Good,Online Only,26-35,Male,Homemaker,Bangalore,Independent House,Premium,Yes,Yes,Decor
4380,U0008,3307,Automatic Pet Water Fountain,Pet,purchase,2.9,1,2024-02-07,,Eheim,Germany,Yes,Yes,No,Yes,C,121.2,63,18700,Premium,3,Ultra Silent (<30 dB),62,70.1,Living Room,No,Yes,No,No,No,No,Dark Blue,Ceramic,Extra Large,No,Yes,,,Electric,RoHS,3.0,37803,Animal Lovers,Low,3,No,No,Poor,Online Only,36-45,Female,Student,Mumbai,Apartment,Mid-Range,No,No,Pet
4381,U1283,1266,Built In Oven,Kitchen,add_to_cart,,0,2023-12-09,,Kenwood,United Kingdom,No,No,No,No,B,2110.0,1035,93000,Luxury,3,Very Loud (>70 dB),46,79.9,Kitchen,No,No,Yes,Yes,Yes,No,Black,Ceramic,Extra Large,No,No,Digital,,Electric,CE+RoHS,4.9,86984,Bachelors,Low,13,No,No,Excellent,Online Only,26-35,Female,Business Owner,Ahmedabad,Independent House,Premium,Yes,Yes,Kitchen
4382,U0769,2437,Hair Dryer,Personal Care,view,,0,2024-12-04,73.0,Havells,India,No,No,No,No,D,491.1,202,11700,Mid-Range,3,Moderate (41-55 dB),37,61.0,Bathroom,No,Yes,Yes,Yes,Yes,No,Silver,ABS Plastic,Extra Large,No,No,,,Electric,ISI+BIS,2.9,72383,Men,Low,20,No,Yes,Good,Online Only,26-35,Female,Working Professional,Pune,PG/Hostel,Mid-Range,No,Yes,Tools
4383,U0162,3411,Solar Panel Inverter,Power,purchase,3.0,1,2024-02-16,,Exide,India,No,No,No,No,A,9663.1,4283,280900,Luxury,4,Loud (56-70 dB),76,87.6,Any,Yes,Yes,No,No,No,No,White,Cast Iron,Medium,Yes,Yes,,,Electric,CE+RoHS,3.4,5243,Offices,Medium,19,No,Yes,Good,Online Only,18-25,Female,Business Owner,Delhi,Independent House,Luxury,Yes,Yes,Laundry
4384,U1551,2054,Grill Microwave,Kitchen,view,,0,2024-10-20,67.0,Inalsa,India,No,No,No,No,D,923.5,493,87500,Luxury,2,Silent (30-40 dB),56,1.0,Kitchen,No,No,Yes,Yes,Yes,No,Red,Stainless Steel,Extra Large,No,Yes,Digital,,Electric,RoHS,2.6,6070,Bachelors,Low,7,No,Yes,Average,Select Cities,36-45,Female,Working Professional,Mumbai,Independent House,Mid-Range,Yes,No,Kitchen
4385,U1485,2801,Milk Frother,Kitchen,view,,0,2024-04-24,460.0,Philips,Netherlands,No,No,No,No,B,2288.0,934,57300,Premium,2,Very Loud (>70 dB),55,31.8,Kitchen,No,Yes,Yes,Yes,Yes,No,White,Carbon Fiber,Large,No,No,LCD,,Electric,CE+RoHS,4.6,95603,Working Professionals,Low,10,No,No,Good,Select Cities,36-45,Male,Working Professional,Ahmedabad,Apartment,Premium,Yes,No,Bathroom
4386,U1023,154,Treadmill,Fitness,view,,0,2023-07-07,26.0,Kobo,India,No,No,No,No,A++,748.8,953,442600,Luxury,2,Silent (30-40 dB),32,16.6,Basement,No,Yes,No,No,Yes,Yes,Stainless Steel,Stainless Steel,Medium,Yes,No,,,Electric,RoHS,2.7,95114,Athletes,Medium,13,Yes,Yes,Excellent,Online Only,46-55,Female,Student,Pune,Apartment,Mid-Range,No,No,Fitness
4387,U1031,3921,DVD Player,Entertainment,add_to_cart,,0,2024-09-25,,JBL,United States,Yes,Yes,Yes,No,A,133.3,438,3000,Mid-Range,2,Very Loud (>70 dB),66,30.0,Home Office,No,Yes,No,No,No,No,White,ABS Plastic,Compact,Yes,Yes,LCD,Bluetooth,Electric,CE,2.8,1851,Students,Low,17,No,No,Poor,Metro Cities,26-35,Female,Working Professional,Ahmedabad,Villa,Mid-Range,No,Yes,Bathroom
4388,U1592,1778,Toaster Oven,Kitchen,view,,0,2024-05-02,134.0,Breville,Australia,No,No,No,No,C,733.4,1518,57900,Premium,2,Ultra Silent (<30 dB),47,41.1,Kitchen,No,Yes,Yes,Yes,Yes,No,Champagne,Glass,Large,Yes,No,LCD,,Electric,BIS+ISI,3.5,93133,Couples,High,7,Yes,No,Excellent,Metro Cities,26-35,Male,Homemaker,Ahmedabad,Apartment,Premium,No,Yes,Power
4389,U0601,177,Smart Plug,Smart Home,purchase,3.2,1,2024-12-29,,Crompton,India,Yes,Yes,No,No,A,70.3,85,9100,Mid-Range,2,Very Loud (>70 dB),76,24.4,Any,No,Yes,Yes,Yes,No,Yes,Champagne,Mixed,Extra Large,Yes,Yes,,WiFi,Electric,BIS,3.6,91822,Smart Home Builders,Low,12,Yes,Yes,Good,Pan India,26-35,Male,Student,Delhi,Apartment,Budget,No,No,Smart Home
4390,U1606,2282,Roti Maker,Kitchen,view,,0,2024-11-27,9.0,Usha,India,Yes,No,No,No,A+,5505.3,2345,49100,Premium,3,Loud (56-70 dB),35,7.8,Kitchen,No,No,Yes,Yes,Yes,No,Blue,Plastic,Medium,Yes,Yes,OLED,,Electric,CE,4.3,7650,Students,Low,10,Yes,Yes,Poor,Online Only,55+,Male,Working Professional,Bangalore,Apartment,Premium,Yes,Yes,Security
4391,U0206,2342,Cold Press Juicer,Kitchen,purchase,3.7,1,2023-08-25,,Morphy Richards,United Kingdom,No,No,No,No,A++,2410.7,1737,1300,Budget,3,Ultra Silent (<30 dB),30,1.7,Kitchen,No,Yes,Yes,Yes,Yes,No,Champagne,Ceramic,Medium,No,No,Analog,,Electric,BIS+ISI,4.0,26604,Students,High,20,Yes,No,Poor,Online Only,46-55,Male,Student,Kolkata,Apartment,Budget,No,No,Fitness
4392,U0407,3546,Network Attached Storage,Networking,view,,0,2024-12-17,243.0,TP-Link,China,Yes,Yes,No,No,C,14.7,13,30000,Premium,1,Loud (56-70 dB),62,37.6,Home Office,No,No,No,No,No,No,Blue,Carbon Fiber,Small,No,Yes,,WiFi+Bluetooth,Electric,BIS+ISI,3.3,57378,Students,High,6,No,No,Average,Pan India,18-25,Male,Homemaker,Ahmedabad,Independent House,Premium,No,Yes,Outdoor
